dept,date,interest,reviewText,helpcount,nothelpcount,label
Mathematics,12/08/2014,Really into it,Sister Roundy is an awesome professor We did a lot of group work in the class which I really enjoyed and she goes over anything you want in class The class is easy enough if you do the assignments and review for the tests I have never been good at math but i have learned and been able to understand clearly most of the is course ,0,0,1
Mathematics,12/11/2013,Really into it,Best college prof Ive had in my 5 years of school  Incredible clarity this guy really knows how to teach  He asks the right questions to help you learn and get you thinking  Throws in amusing anecdotes to keep things fresh  I seriously can not recommend him enough  I had no interest in Theory of Interest no pun intended until this class,0,0,1
Finance,12/13/2013,It's my life,I love his class You can expect to learn a lot from him The class material was not dry and it was more like a MBA form This is the class that worth you paying for the tuition,0,0,1
Business,08/04/2005,It's my life,great prof over overall good guy,0,0,1
Social Work,12/14/2006,It's my life,Jay was a fantastic teacher I throughly enjoyed every single lecture  This class through the way Jay taught it has helped me better prepare for marriage and the challenges it brings and has also strengthened my testimony in the Proclamation to the Family and the gospel of Jesus Christ  I have already recommended him to friends TAKE THIS CLASS,0,0,1
Religion,07/25/2010,Really into it,Brother Black is awesome  He doesnt pretend to know everything about the scriptures but really teaches you what he knows  Your grade is completely based off of what you do and how you do it  You grade yourself,0,0,1
Health Science,04/13/2007,Sorta interested,Good professor that is very knowledgeable Tests were open book online hard at first but you will get used to her kinds of questions Final was noncumulative on a separate 4 chapters Very easy recommend going to class for good explanations of the material,0,0,1
Chemistry,11/24/2005,Sorta interested,Chemistry is hard His tests are also hard but he curves them major so you end up getting a good grade on them anyways He likes to blow up balloons full of explosive gases in class A way nice guy too,0,0,1
History,03/19/2009,Meh,Okay not as easy as you think to get an A for a 111 course Hes a really good teacher but if youre an engineer looking for a GPA boost look elsewhere  I did well on the midterms but he raped me on the 8 page paper which was graded rather stingently  Do the project instead the dense ones did and im sure he gave them As,0,0,1
Mathematics,05/06/2011,Really into it,Very thorough and helpful  Seems to be a firm believer that no question is a stupid one although if its something you should know hell try to let you come to your own conclusion first  Tests are difficult but completely reasonable based on homework and proofs gone over in lecture  I highly recommend taking any math course with him,0,0,1
Political Science,11/03/2006,Sorta interested,I loved this class it was so interesting and Champion really knows what he is talking about But its not a breeze you have to write really fast and make sure you study because his quizzes are hard You will do well as long as you study a lot I would definately recommend this class,0,0,1
Religion,01/03/2012,It's my life,Very good teacher very knowledgeable He is able to make the Book of Mormon come alive  You will be aloud to take your scriptures into the exams with you so make sure that you mark them in class and take notes in the margins  Also be sure to always participate in the discussion forum on Blackboard,0,0,1
Theology,03/25/2007,It's my life,Best religion teacher this school has Out of class work is easy learned something new and interesting almost every class and is an all around great teacher,0,0,1
Religion,10/18/2006,It's my life,THE BEST CLASS EVER  i loved going to his class and was disappointed cuz it was only 50 min long it wasnt long enough  he is soooooo incredibly smart and close to the spirit  he has had tons of experience with other religions too so it helps with the understanding  i would change any class just to get his again  TAKE REL FROM HIM,0,0,1
